element_type,osmid,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,cuisine,name,opening_hours,opening_hours:covid19,outdoor_seating,phone,website,geometry,opening_hours:signed,wheelchair,addr:country,addr:suburb,alt_name,email,beer_garden,toilets:wheelchair,contact:email,contact:phone,contact:website,access:covid19,brewery,cuisine:description,operator,takeaway:covid19,check_date,kitchen_hours,start_date,note,source:addr,source,addr:subdistrict,takeaway,kitchen,check_date:opening_hours,diet:vegan,diet:vegetarian,indoor_seating,smoking,toilets,fixme,delivery,description,contact:fax,microbrewery,note:en,reg_name,fax,toilets:access,internet_access,internet_access:fee,internet_access:ssid,level,created_by,drive_in,lunch,lunch:warm,old_name,alt_name:note,old_operator,bar,branch,brand,opening_hours:kitchen,website:menu,diet:halal,halal,shop,short_name,lastcheck,payment:contactless,payment:girocard,payment:mastercard,payment:visa,payment:cash,toilets:female,toilets:male,toilets:unisex,capacity,diet:gluten_free,payment:maestro,payment:mastercard:min_payment,payment:others,payment:visa:min_payment,air_conditioning,wifi,delivery:partner,drink:afri-cola,front_cooking,wheelchair:description,contact:facebook,FIXME,changing_table,changing_table:location,ref,table_service,toilets:disposal,operation,tourism,mapillary,survey:date,image,surveillance,reservation,wheelchair:description:de,todo,note:covid19,diet:kosher,drive_through,payment:credit_cards,payment:debit_cards,seating,payment:cryptocurrencies,payment:electronic_purses,ref:vatin,access,description:payment,payment:account_cards,official_name,changing_table:count,description:de,payment:cards,addr:housename,dog,max_level,min_level,wikidata,contact:mobile,name:zh,brand:wikidata,brand:wikipedia,kids_area,kids_area:fee,kids_area:outdoor,kids_area:supervised,loc_name,organic,smoking:outside,source:url,payment:american_express,running_sushi,name:note,name:de,buffet,self_service,designation,old_name_1,old_name_2,service_times,theme,brewery:wikidata,craft,delivery:covid19,description:covid19,payment:diners_club,old_name:1,addr:floor,contact:whatsapp,indoor,craft_beer,contact:instagram,payment:apple_pay,seats,opening_date,seats:indoor,seats:outdoor,drinking_water:refill,drinking_water:refill:network,drinking_water:refill:network:wikidata,sport,currency:EUR,currency:others,access:description,cocktails,happy_hours,lunch:menu,addr:place,breakfast,nodes,building,roof:colour,roof:levels,roof:shape,building:levels,source:outline,internet_access:operator,layer,indoor_slide,source:geometry,disused:amenity,roof:material,height,source:height,ele,building:part,room,capacity:indoor,capacity:outdoor,all_you_can_eat,all_you_can_eat:type,outdoor_seating:capacity,payment:credit_card,wood_oven,delivery:brand,level:ref
way,129522378,Karlsruhe,29,76187,Neufeldstraße,restaurant,regional,Wirtshaus Rose,"Mo off; Tu-Th,Su 11:30-14:00,17:00-23:00; Fr-Sa 17:00-23:00",,,,,"POLYGON ((8.3369087 49.0331339, 8.336999 49.0330937, 8.3371149 49.0331838, 8.3370578 49.0332212, 8.3370365 49.0332352, 8.3369087 49.0331339))",,limited,DE,,,,,no,wirtshausrose@t-online.de,+49-721-561226,http://wirtshausrose.de/,,,,Antoneta Suzana Kara,,2022-01-08,"Mo off; Tu-Th,Su 11:30-14:00,17:00-21:00; Fr-Sa 17:00-21:00",,,,,,,,2022-01-08,,,,no,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1428879744, 1428879743, 1428879745, 3405864077, 1428879756, 1428879744]",yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,129582043,Karlsruhe,10,76187,Neufeldstraße,restaurant,,schuhs hotel & restaurant,,,,,,"POLYGON ((8.3391824 49.0314565, 8.3392847 49.0313635, 8.3394215 49.0314282, 8.3393149 49.0315251, 8.3392463 49.0314927, 8.3392506 49.0314888, 8.3391824 49.0314565))",,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1429389177, 1429389151, 1429389168, 1429389201, 1429389186, 1429389185, 1429389177]",yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,129692551,Karlsruhe,74,76187,Saarlandstraße,restaurant,,Hirschstube,,,,,,"POLYGON ((8.3393619 49.0310088, 8.3395408 49.0309378, 8.3394844 49.0308435, 8.339327 49.030902, 8.3393338 49.0309221, 8.3393619 49.0310088))",,,DE,,,,,,,,,,,,,,,,,Kath Kirche im Saal bis 1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1430302453, 1430302259, 1430302106, 1430302201, 1430302226, 1430302453]",yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,129692560,Karlsruhe,78,76187,Saarlandstraße,restaurant,,Zum Rebstock,,,,,,"POLYGON ((8.3395917 49.0307393, 8.3395536 49.0306853, 8.3396163 49.0306661, 8.3396388 49.0306937, 8.3396644 49.0306677, 8.3397409 49.0307415, 8.3396513 49.030827, 8.3395917 49.0307393))",,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1430301948, 1430301900, 1430301894, 1430301922, 1430301895, 1430301949, 1430302072, 1430301948]",yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,129724578,Karlsruhe,17,76187,Kurzheckweg,restaurant,italian,Pizzeria Milano,"Mo-Fr 10:30-14:00, 17:00-23:00; Sa 15:00-23:00; Su, PH 11:00-23:00",,,+49 721 5310531,https://de-de.facebook.com/pages/category/Pizza-Place/Pizzaservice-Milano-1947514038612033/,"POLYGON ((8.3428161 49.0247038, 8.3429485 49.0246039, 8.3430014 49.0246341, 8.3430324 49.0246517, 8.3430138 49.0246658, 8.3431065 49.0247186, 8.3429928 49.0248045, 8.3428407 49.0247178, 8.3428161 49.0247038))",,,DE,Knielingen,,,,,,,,,,,,,,,,Offenbar nur noch Lieferservice. Kein Vorort-Verzehr mehr möglich (checked 2022-05-08),,,,,,,,,,,,check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1430588960, 1430588936, 1430588942, 1430588945, 1430588947, 1430588967, 1430588999, 1430588966, 1430588960]",yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,131504614,Karlsruhe,,76149,Bachenweg,restaurant,greek,Am Vogelpark,"We-Sa 12:00-14:00, Tu-Sa 17:00-23:00, PH,Su 11:30-23:00; Mo,Tu off",,,+49 721 566650,http://www.gaststaette-vogelpark.de,"POLYGON ((8.3741827 49.0538493, 8.3741122 49.0537751, 8.3743248 49.0536885, 8.3743952 49.0537627, 8.3743703 49.0537729, 8.3741827 49.0538493))",,,DE,,,,,,,,,,,,,,,,,German-Greek,,,,,,,,,,separated,,,,,,no,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1447179512, 1447179500, 1447179485, 1447179495, 1447179498, 1447179512]",yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,133031186,,,,,restaurant,,Casino,"Mo-Th 07:00-10:00,10:30-15:00; Fr 07:00-10:00,10:30-14:00",,,,,"POLYGON ((8.4010491 48.9909887, 8.4010803 48.9909794, 8.4011146 48.9909786, 8.4011467 48.9909866, 8.4011716 48.9910021, 8.4011856 48.9910226, 8.4011864 48.9910451, 8.401174 48.9910661, 8.4011502 48.9910824, 8.4011187 48.9910913, 8.4010845 48.9910917, 8.4010531 48.9910835, 8.4010288 48.9910682, 8.4010151 48.9910481, 8.401014 48.991026, 8.4010257 48.9910053, 8.4010491 48.9909887))",,,,,,,,,,,,,,,DB Gastronomie,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1463864171, 1463864167, 1463864165, 1463864166, 1463864172, 1463864175, 1463864180, 1463864186, 1463864190, 1463864192, 1463864191, 1463864189, 1463864181, 1463864178, 1463864176, 1463864173, 1463864171]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,133880871,Karlsruhe,20,76227,Mastweidenweg,restaurant,indian;german,Dornwaldstüble,"Mo off; Tu-Fr 17:00-22:00; Sa,Su,PH 10:00-22:00",,,,,"POLYGON ((8.4488956 48.9998653, 8.4488913 48.9997891, 8.4489927 48.9997866, 8.4489895 48.9997306, 8.4489202 48.9997323, 8.4488988 48.9997328, 8.4488952 48.9996689, 8.4487881 48.9996715, 8.4487948 48.999789, 8.4487685 48.9997893, 8.4487703 48.999821, 8.448786 48.9998209, 8.4487902 48.9998945, 8.4488439 48.9998932, 8.4488424 48.9998666, 8.4488956 48.9998653))",,,DE,Durlach,,,,,,+49 721 404707,,,,,Familie Gill,,2017-02-27,,,,,,,yes,,2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 176 70177872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1473213988, 1473213983, 1473213981, 1473213973, 4708162559, 1473213975, 1473213966, 1473213969, 4353755264, 4353755265, 4353755267, 4353755266, 1473213990, 4353755275, 4353755270, 1473213988]",yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,134405640,Karlsruhe,1,76187,Albhäusleweg,restaurant,,Naturfreundehaus Albhäusle,,,,,,"POLYGON ((8.3292092 49.0343998, 8.3293383 49.0343379, 8.3292593 49.0342671, 8.3293084 49.0342436, 8.3292412 49.0341834, 8.3291908 49.0342075, 8.3291066 49.034132, 8.3289789 49.0341933, 8.3289916 49.0342047, 8.3291437 49.0343413, 8.329111 49.034355, 8.3291449 49.0343864, 8.3291937 49.0343859, 8.3292092 49.0343998))",,,DE,,,,,,,,,,,,NaturFreunde Deutschland,,,,,,,Datenspende der NaturFreunde Deutschland,,,,,,,,,,Bitte nicht löschen; siehe http://wiki.openstreetmap.org/index.php?title=DE:Naturfreundehäuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L 016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1477877102, 1477877101, 1477877100, 1477877099, 1477877095, 1477877097, 1477877088, 1477877093, 1491817163, 3244619362, 3244619363, 3244619365, 3244619364, 1477877102]",yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,137709489,Karlsruhe,1,76149,Am Wald,restaurant,italian;greek,Hellas Salute,"Mo,We-Sa 12:00-14:30,17:00-22:00; Su 12:00-21:00; Tu off",,yes,,http://www.hellas-salute.de/karlsruhe/,"POLYGON ((8.3875936 49.0320796, 8.3875642 49.0320827, 8.3875596 49.0320633, 8.3873066 49.0320895, 8.3873355 49.0322097, 8.3873763 49.0322055, 8.3873819 49.0322286, 8.3875748 49.0322086, 8.3876234 49.0322037, 8.3875936 49.0320796))",,yes,DE,,,,,yes,,+49 721 75099950,,,,,,,,,,,,,,,,2023-04-01,no,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eigentliches Restaurant rollstuhlgerecht, WC ist im Keller (Treppe!)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1510168746, 1510168747, 1510168745, 1510168748, 1510168761, 1510168752, 1510168763, 1510168754, 1510168750, 1510168746]",commercial,brown,,gabled,3,,,,,,,,,,,,,,,,,,,,,
way,148381489,,,,,restaurant,chinese,,,,,,,"POLYGON ((8.3854259 49.0003756, 8.3854116 49.0003685, 8.3853972 49.0003599, 8.3853842 49.0003504, 8.3853719 49.0003395, 8.3853599 49.0003258, 8.3853495 49.0003093, 8.385343 49.0002932, 8.3853397 49.0002778, 8.3853392 49.0002728, 8.3853391 49.0002651, 8.3853401 49.0002543, 8.385343 49.0002418, 8.3853508 49.0002235, 8.3853579 49.0002121, 8.3853685 49.0001993, 8.3853847 49.0001844, 8.3853999 49.0001736, 8.3854123 49.0001664, 8.3854254 49.0001599, 8.3854434 49.0001527, 8.3854673 49.0001455, 8.3854917 49.0001405, 8.3855064 49.0001386, 8.3855231 49.0001373, 8.3855368 49.0001369, 8.385552 49.0001372, 8.385573 49.0001389, 8.3855898 49.0001413, 8.3856088 49.0001454, 8.3856285 49.000151, 8.3856487 49.0001588, 8.3856678 49.0001682, 8.3856824 49.0001773, 8.3856946 49.0001865, 8.385706 49.000197, 8.3857161 49.0002086, 8.3857247 49.0002215, 8.3857289 49.0002294, 8.3857322 49.0002375, 8.3857356 49.0002493, 8.3857373 49.0002612, 8.3857374 49.0002734, 8.3857361 49.0002834, 8.3857339 49.0002926, 8.3857304 49.0003023, 8.3857245 49.0003142, 8.3857195 49.0003221, 8.3857121 49.0003315, 8.3857038 49.0003404, 8.3856919 49.0003509, 8.3856818 49.0003583, 8.3856665 49.0003677, 8.3856508 49.0003755, 8.3856357 49.0003817, 8.3856229 49.000386, 8.3856105 49.0003895, 8.3856025 49.0003914, 8.3855909 49.0003937, 8.3855716 49.0003965, 8.3855602 49.0003975, 8.3855273 49.0003981, 8.3854997 49.0003958, 8.3854701 49.0003904, 8.3854422 49.0003821, 8.3854259 49.0003756))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1614904369, 1614904355, 1614904349, 1614904321, 1614904314, 1614904310, 1614904301, 1614904289, 1614904251, 1614904240, 1614904235, 1614904230, 1614904213, 1614904202, 1614904192, 1614904183, 1614904165, 1614904156, 1614904143, 1614904126, 1614904121, 1614904115, 1614904106, 1614904103, 1614904089, 1614904084, 1614904087, 1614904105, 1614904107, 1614904113, 1614904119, 1614904124, 1614904144, 1614904162, 1614904168, 1614904181, 1614904186, 1614904200, 1614904205, 1614904208, 1614904216, 1614904232, 1614904245, 1614904260, 1614904284, 1614904297, 1614904306, 1614904308, 1614904312, 1614904318, 1614904345, 1614904348, 1614904353, 1614904365, 1614904373, 1614904382, 1614904403, 1614904412, 1614904417, 1614904433, 1614904438, 1614904442, 1614904431, 1614904404, 1614904376, 1614904369]",commercial,,,flat,,,,,,,,,20,laser measurement triangulation,,,,,,,,,,,,
way,151153317,Karlsruhe,1,76229,,restaurant,,Naturfreundehaus Knittelberghaus,,,yes,,,"POLYGON ((8.5157382 49.0171792, 8.5157447 49.0171266, 8.5157261 49.0171256, 8.515734 49.0170614, 8.5159149 49.0170709, 8.5159063 49.0171412, 8.5158711 49.0171393, 8.5158655 49.0171859, 8.5157382 49.0171792))",,,DE,Grötzingen,,,,,,,,,,,Naturfreunde Deutschland,,,,,,,Datenspende der NaturFreunde Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L 007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gewann Auf der alten Reut,,"[1639770995, 1639770983, 1639770980, 1639770964, 1639770967, 1639770991, 1639770987, 1639771005, 1639770995]",yes,,1,gabled,,,,,,,,,,,240,,,,,,,,,,,
way,151223825,Karlsruhe,2a,76227,Fiduciastraße,restaurant,american,American Diner,"We-Su 16:00-23:00; Mo,Tu off",,yes,,,"POLYGON ((8.4498449 48.9952171, 8.4499158 48.9951824, 8.4499446 48.9951683, 8.449968 48.9951568, 8.4499144 48.9951081, 8.4498587 48.9950574, 8.4497356 48.9951177, 8.4497934 48.9951703, 8.4498449 48.9952171))",,yes,DE,Durlach,,,,yes,info@diner-durlach.de,+49 721 406171,https://www.diner-durlach.de/,,,,,,2017-02-11,,,,,,,,,2017-02-11,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"We-Su 16:00-22:30; Mo,Tu off",,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1640444772, 9364009212, 4680207832, 1640444768, 4680207834, 1640444765, 1640444767, 4680207833, 1640444772]",retail,,0,,2,,,,,,,,,,,,,,,,,,,,,
way,151464683,Karlsruhe,14,76229,Friedrichstraße,restaurant,regional;german,Restaurant 1463,"We,Th 18:00-21:00; Fr,Sa 12:00-14:00,18:00-21:00; Su 12:00-14:00; Mo,Tu off",,yes,+49 721 66050650,https://1463.de/,"POLYGON ((8.4974823 49.0087534, 8.4974547 49.0087173, 8.4974856 49.008705, 8.497457 49.0086724, 8.4975458 49.0086377, 8.4975613 49.0086317, 8.4976788 49.0086505, 8.4976232 49.0086954, 8.4974823 49.0087534))",,no,DE,Grötzingen,,team@1463.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1642837842, 1642837821, 1642837822, 1642837804, 10927228725, 1642837783, 1642837796, 1642837824, 1642837842]",yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,152202503,Karlsruhe,80,76229,Weingartener Straße,restaurant,asian;thai,Hasenheim,Tu-Th 16:00-21:00; Fr-Su 11:00-21:00; Mo off,,yes,,,"POLYGON ((8.5027474 49.0197305, 8.5027291 49.0197433, 8.5027784 49.0197735, 8.5029014 49.0196873, 8.50291 49.0196812, 8.5029246 49.0196902, 8.5030984 49.0195685, 8.5029857 49.0194993, 8.5028176 49.019617, 8.5027974 49.0196046, 8.5026783 49.019688, 8.5027474 49.0197305))",,limited,DE,Grötzingen,,,,,,+49 721 481984,http://www.hasenheimgroetzingen.de/,,,,Sujittra Gartner,,,,,,,,,yes,,,,,,,,,,Restaurant Hasenheim C66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4245057010, 1650373003, 1650373027, 4344903963, 1650372989, 1648664490, 1648664472, 1648664471, 1648664474, 1648664473, 1648664487, 4245057010]",yes,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,
way,171575164,Karlsruhe,2,76137,Lenzstraße,restaurant,,Vin fou,Tu-Fr 18:30-23:00; Sa 18:30-23:00,,,,,"POLYGON ((8.3896816 49.001892, 8.3896869 49.0019476, 8.3896747 49.0019567, 8.3896624 49.0019658, 8.3894849 49.0019744, 8.3894748 49.0018845, 8.3895292 49.0018828, 8.3895305 49.0018993, 8.3895517 49.0018983, 8.3896816 49.001892))",,no,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1825851483, 1320515809, 1825851486, 1320515546, 1320515707, 1320515483, 1320515588, 1825851485, 1825851484, 1825851483]",yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,172742866,,,,,restaurant,eritrean,Kilimanjaro Afrika,"Tu-Fr 17:00+; Sa, Su 16:00+; Mo off",,,,,"POLYGON ((8.393675 48.9995691, 8.3936607 48.9994255, 8.3937476 48.9994218, 8.3937565 48.9995128, 8.3937617 48.9995654, 8.393675 48.9995691))",,no,,,,,,,,+49 721 6095115,,,,,,,,,,,,,,,,2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treppe am Eingang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eritreisches Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1836122946, 1836122877, 1324137805, 1836122930, 1324137603, 1836122946]",,,,,,,,,,,,,,,,yes,,,,,,,,,,
way,198210443,Karlsruhe,1,76227,Unten am Grötzinger Weg,restaurant,italian,Pulcinella,"Mo off; Tu-Fr 11:30-14:30,17:30-22:30; Sa 17:30-22:30; Su 11:00-21:00",,,,www.pulcinella.info,"POLYGON ((8.4836 49.0054331, 8.4835287 49.0053869, 8.483563 49.0053641, 8.4835951 49.0053849, 8.4838802 49.0051953, 8.4839631 49.0052489, 8.4839101 49.0052841, 8.4839858 49.0053331, 8.483881 49.0054028, 8.4839285 49.0054336, 8.4838257 49.0055019, 8.4836589 49.0053939, 8.4836 49.0054331))",,no,DE,,,,,no,,+49 721 75949918,www.pulcinella.info,,,,,,2017-03-17,,,,,,,,,2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2083732666, 2640206692, 2640206690, 2640206691, 2083732664, 2640206688, 2083732665, 2640206689, 2640206693, 2640206694, 2640206695, 2083732667, 2083732666]",yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,274365331,Karlsruhe,1,76137,Bahnhofplatz,restaurant,salad;sandwich,dean&david,,,no,,,"POLYGON ((8.4003081 48.9940107, 8.4001944 48.9939815, 8.4002338 48.9939156, 8.4002993 48.9939324, 8.400279 48.9939663, 8.4003272 48.9939787, 8.4003177 48.9939947, 8.4003081 48.9940107))",no,limited,DE,,,,,,,,,,,,,,,,,Dean und David kommt später,,,,yes,,2022-12-17,yes,yes,yes,,no,,,,,,,,,,,,,0,,,,,,,,,,dean&david,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,,,,,,,,,,,,,,,"[2791070898, 2808876228, 2808876225, 2791070884, 2808876226, 2808876227, 3534156928, 2791070898]",,,,,,,,,,,,,,,,,shop,,,,,,,,,
way,302881346,Karlsruhe,27,76133,Erbprinzenstraße,restaurant,burger,Bratar,"Su-Th 11:00-22:00; Fr,Sa 11:00-23:00",,yes,,,"POLYGON ((8.397067 49.0088023, 8.3971386 49.0087706, 8.3972197 49.0088341, 8.3972754 49.0088167, 8.397294 49.0088109, 8.3971825 49.0087313, 8.3971267 49.0087475, 8.3970878 49.0087199, 8.39701 49.0087616, 8.3970468 49.0087878, 8.397067 49.0088023))",,no,,,,,,,karlsruhe@bratar.de,+49 721 98230230,http://www.bratar.de,,,,,,,,,,,,,,,,yes,yes,,no,,,,hot meals until 1 hour before closing,+49 721 98230231,,,,,,,,,0,,,,,,,,,,,"Su-Th 11:00-21:30; Fr,Sa 11:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,"20 cm Stufe an allen Eingängen, Stufen im Innenraum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 10:00-16:00,,,"[3071636231, 3071636229, 3071641734, 3071641733, 3071636232, 3071636228, 1250324119, 3071636227, 96039172, 3071636230, 3071636231]",,,,,,,,,,,,,,,,,,90,116,,,,,,,
way,326225012,Karlsruhe,3,76135,Hermann-Veit-Straße,restaurant,greek,Kostas – SVK Restaurant,Tu-Th 17:00-23:00; Fr 17:00-24:00; Sa 11:00-24:00; Su 11:00-22:00,,yes,+49 721 818699,http://www.svk-restaurant.de,"POLYGON ((8.3782352 48.9956351, 8.3782232 48.9955314, 8.3780266 48.9955413, 8.378003 48.9955281, 8.377985 48.9955458, 8.3779649 48.9955468, 8.3779664 48.9955596, 8.3779524 48.9955697, 8.3779717 48.995579, 8.3779791 48.9956423, 8.3779118 48.9956457, 8.3779144 48.9956673, 8.3779818 48.9956639, 8.3779933 48.9957623, 8.3781424 48.9957548, 8.3781312 48.9956594, 8.3782375 48.9956541, 8.3782352 48.9956351))",,limited,DE,,,,,no,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,yes,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3328448754, 3328448745, 3328448746, 3328448743, 3328448747, 3328448748, 3328448749, 3328448750, 3328448751, 3328448755, 3328448756, 3328448763, 3328448761, 3328448766, 3328448765, 3328448760, 3328448758, 3328448754]",yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,341546890,Karlsruhe,3,,Reinhard-Kutterer-Weg,restaurant,german,Dammwegklause,,,,,https://www.dammweg.de/Dammwegklause/,"POLYGON ((8.3158834 49.0034546, 8.315612 49.0034621, 8.3156077 49.0033956, 8.3156911 49.0033933, 8.3156876 49.0033549, 8.3158662 49.0033491, 8.3158788 49.0033479, 8.3158834 49.0034546))",,,DE,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3487081801, 3487081802, 3487081800, 3487081799, 6744333538, 3487081797, 9709145780, 3487081801]",yes,,,,,,,,,,,,,,,,,,,,,,,,,
